0.999999,0.353486
1.000000,0.259224
1.000000,0.302322
1.000000,0.532943
1.000000,0.270561
1.000000,0.359226
1.000000,0.390521
1.000000,0.313575
0.999999,1.315893
1.000000,0.250360
1.000000,0.869280
1.000000,0.465587
1.000000,0.351795
1.000000,0.280071
1.000000,0.370859
1.000000,0.172044
1.000000,0.486734
1.000000,0.418428
1.000000,0.512092
1.000000,0.199864
1.000000,0.439317
1.000000,0.295173
1.000000,0.356355
1.000000,0.228119
1.000000,0.159790
1.000000,0.261769
1.000000,0.238677
1.000000,0.313852
1.000000,0.515958
1.000000,0.114936
1.000000,0.344627
1.000000,0.307382
1.000000,0.521812
1.000000,0.228806
1.000000,0.351060
1.000000,0.156311
1.000000,0.101700
1.000000,0.350879
1.000000,0.199369
1.000000,0.307667
1.000000,0.499986
1.000000,0.272819
1.000000,0.183857
1.000000,0.580132
1.000000,0.237328
1.000000,0.701670
1.000000,0.240835
1.000000,0.663738
1.000000,0.323313
1.000000,0.088413
1.000000,0.096341
1.000000,0.149633
1.000000,0.337865
1.000000,0.341740
1.000000,0.485542
1.000000,0.511267
1.000000,0.164421
1.000000,0.088836
1.000000,0.211664
1.000000,0.719460
1.000000,0.412538
1.000000,0.284676
1.000000,0.385985
1.000000,0.232217
1.000000,0.308460
1.000000,0.388479
1.000000,0.420244
1.000000,0.374799
1.000000,0.369868
1.000000,0.238265
1.000000,0.665724
1.000000,0.272129
1.000000,0.206854
1.000000,0.344640
1.000000,0.397801
1.000000,0.599592
1.000000,0.274205
1.000000,0.212111
1.000000,0.201576
1.000000,0.341430
1.000000,0.206051
1.000000,0.141152
1.000000,0.596950
1.000000,0.290493
1.000000,0.283701
1.000000,0.231954
1.000000,0.115453
1.000000,0.126246
1.000000,0.145697
1.000000,0.348912
1.000000,0.365836
1.000000,0.126417
1.000000,0.334313
1.000000,0.535777
1.000000,0.285818
1.000000,0.323555
1.000000,0.417469
1.000000,0.089082
1.000000,0.335723
1.000000,0.491648
1.000000,0.264403
1.000000,0.581882
1.000000,0.603159
0.999999,0.798730
1.000000,0.197876
1.000000,0.331393
1.000000,0.284796
1.000000,0.139342
1.000000,0.410039
1.000000,0.254854
1.000000,0.474023
1.000000,0.372200
1.000000,0.325034
1.000000,0.386076
1.000000,0.448377
1.000000,0.142604
1.000000,0.542962
1.000000,0.273349
1.000000,0.292281
0.999999,0.667394
1.000000,0.516057
1.000000,0.193112
1.000000,0.361984
1.000000,0.251588
1.000000,0.261188
1.000000,0.255546
1.000000,0.499246
1.000000,0.236478
1.000000,0.238208
1.000000,0.309136
